Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,CLTV,Churn,Tenure_Group,Online Security_flag,Online Backup_flag,Device Protection_flag,Tech Support_flag,Streaming TV_flag,Streaming Movies_flag,Total_Services,Has_Addons,Has_Fiber,Has_Autopay,Is_Senior,Is_Family,Is_New_Customer,Avg_Charge
Male,No,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.9,4134,0,25-36,0,0,0,0,0,0,0,0,0,0,0,1,0,20.218
Male,No,No,No,18,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.35,5993,0,13-24,1,0,1,1,1,0,4,1,0,0,0,0,0,72.21111111111111
Male,No,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.1,5872,0,61-72,0,1,1,1,1,1,5,1,0,1,0,1,0,78.3781690140845
Male,Yes,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,51.0,5195,0,25-36,0,0,0,0,0,0,0,0,0,0,1,1,0,49.35
Female,No,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),80.55,5346,0,0-6,1,0,0,0,0,0,1,1,1,1,0,1,1,94.05
Male,No,Yes,Yes,17,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,66.7,2814,0,13-24,0,1,1,1,0,0,3,1,0,0,0,1,0,63.35588235294117
Male,No,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,86.4,4449,0,49-60,1,1,0,0,0,0,2,1,1,0,0,0,0,87.89999999999999
Female,No,Yes,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,50.05,5493,0,49-60,1,1,1,0,0,1,4,1,0,0,0,1,0,48.525
Female,No,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.7,3378,0,25-36,0,0,0,0,0,0,0,0,0,1,0,0,0,25.033333333333335
Female,No,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,83.4,5960,0,0-6,1,1,0,1,0,0,3,1,1,0,0,0,1,83.4
Male,No,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),84.65,4604,0,61-72,1,0,0,1,0,0,2,1,1,1,0,1,0,85.36190476190477
Female,No,No,No,55,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,64.75,4634,0,49-60,0,1,1,0,0,1,3,1,0,0,0,0,0,65.76545454545455
Female,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),100.15,4915,0,61-72,1,1,0,1,1,0,4,1,1,1,0,1,0,102.20769230769231
Male,No,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,4530,0,61-72,0,0,0,0,0,0,0,0,0,0,0,0,0,24.75079365079365
Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.0,4588,0,61-72,1,1,1,1,1,1,6,1,1,1,1,1,0,114.10857142857144
Female,No,Yes,Yes,36,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.65,2564,0,25-36,1,0,1,1,0,0,3,1,0,1,0,1,0,42.981944444444444
Male,No,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.95,4242,0,13-24,0,1,1,1,0,1,4,1,1,1,0,0,0,97.4
Female,Yes,No,No,5,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.9,3662,0,0-6,1,1,0,1,0,0,3,1,0,1,1,0,1,57.57000000000001
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.8,3129,0,0-6,0,0,0,0,0,0,0,0,0,1,0,0,1,19.8
Male,No,No,No,56,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),81.8,4399,0,49-60,0,1,1,1,1,1,5,1,0,1,0,0,0,80.97232142857142
Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,2237,0,0-6,0,0,0,0,0,0,0,0,0,0,0,0,1,20.45
Male,No,No,No,35,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.6,2187,0,25-36,1,0,1,0,0,0,2,1,0,0,0,0,0,59.854285714285716
Female,No,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.0,5538,0,61-72,0,0,0,0,0,0,0,0,0,1,0,1,0,24.7625
Female,No,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.35,3314,0,13-24,1,0,1,0,0,0,2,1,1,1,0,0,0,86.84333333333333
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,55.55,2207,0,0-6,0,0,0,0,0,1,1,1,0,0,0,0,1,55.55
Female,No,Yes,Yes,70,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),75.35,6477,0,61-72,1,0,0,1,1,1,4,1,0,1,0,1,0,77.68214285714286
Female,No,No,No,39,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,59.3,5843,0,37-48,0,0,0,1,0,1,2,1,0,0,0,0,0,56.6448717948718
Female,No,No,No,29,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.1,5590,0,25-36,1,0,0,0,0,1,2,1,0,0,0,0,0,65.93620689655172
Female,No,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.8,5751,0,13-24,0,0,0,0,0,0,0,0,0,0,0,1,0,18.25357142857143
Female,No,No,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,4471,0,61-72,1,0,1,1,1,1,5,1,0,1,0,0,0,84.84098360655739
Male,No,No,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.1,4929,0,13-24,1,0,0,0,0,0,1,1,0,1,0,1,0,51.58846153846154
Female,No,No,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,47.4,6435,0,61-72,1,1,1,1,0,0,4,1,0,0,0,0,0,48.140151515151516
Female,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.15,5186,0,49-60,1,1,1,0,1,1,5,1,1,1,0,1,0,111.14830508474576
Male,No,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.95,4262,0,61-72,1,1,0,0,1,0,3,1,1,1,0,1,0,93.41693548387097
Male,Yes,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,93.55,4414,0,25-36,1,1,0,1,0,1,4,1,1,0,1,1,0,92.5909090909091
Male,No,No,Yes,66,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.5,4285,0,61-72,0,1,1,1,1,1,5,1,0,1,0,1,0,78.72878787878788
Female,No,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.05,5905,0,61-72,1,1,1,1,1,1,6,1,1,1,0,0,0,116.73611111111111
Female,No,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,95.15,6492,0,49-60,1,0,0,1,1,0,3,1,1,0,0,1,0,98.04019607843138
Male,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.4,4551,0,61-72,0,1,0,1,1,1,4,1,1,0,0,0,0,106.55873015873016
Male,No,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.1,3428,0,25-36,0,0,0,0,0,0,0,0,0,1,0,0,0,20.83703703703704
Female,Yes,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,3460,0,0-6,0,0,0,0,0,0,0,0,0,0,1,0,1,22.8625
Male,No,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.7,5320,0,37-48,0,0,0,0,0,0,0,0,0,0,0,1,0,19.73452380952381
Female,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,4840,0,25-36,0,0,0,0,0,0,0,0,0,0,0,0,0,21.28793103448276
Male,No,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,3302,0,25-36,0,0,0,0,0,0,0,0,0,0,0,0,0,20.834999999999997
Male,No,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.45,5394,0,61-72,1,1,1,1,1,1,6,1,0,1,0,1,0,84.9281690140845
Male,No,Yes,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.4,2519,0,37-48,1,0,1,1,0,0,3,1,0,1,0,1,0,40.05869565217392
Male,No,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,6247,0,61-72,0,1,0,1,1,1,4,1,1,1,0,0,0,107.04420289855072
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.65,6380,0,61-72,1,1,1,0,1,0,4,1,1,1,0,1,0,101.86180555555556
Male,No,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91.0,2448,0,25-36,0,0,1,1,0,1,3,1,1,0,0,0,0,93.79107142857143
Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.75,5098,0,61-72,1,1,1,1,1,1,6,1,1,1,1,1,0,114.95902777777776
Female,No,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.1,4770,0,7-12,1,0,0,0,0,1,2,1,0,0,0,0,0,52.75
Female,No,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.8,4667,0,13-24,1,0,0,0,0,0,1,1,0,0,0,0,0,47.684090909090905
Male,No,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,4722,0,61-72,0,0,0,0,0,0,0,0,0,1,0,0,0,19.65
Male,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.65,4535,0,7-12,0,0,0,0,0,0,0,0,0,1,0,1,0,21.21875
Male,No,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.4,4628,0,49-60,1,1,1,1,0,1,5,1,0,1,0,1,0,83.73942307692307
Female,No,No,No,68,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,38.9,5278,0,61-72,1,0,1,1,0,0,3,1,0,0,0,0,0,39.98823529411764
Female,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.95,4278,0,61-72,1,1,1,1,1,1,6,1,0,1,0,1,0,89.65281690140846
Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,3300,0,0-6,0,0,0,0,0,0,0,0,0,0,0,0,1,25.8
Female,Yes,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.35,5425,0,25-36,0,1,0,1,1,0,3,1,1,0,1,0,0,93.83088235294117
Female,No,No,No,35,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.15,5097,0,25-36,0,0,0,0,0,0,0,0,0,0,0,0,0,23.214285714285715
Female,No,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.1,4376,0,61-72,0,0,0,0,0,0,0,0,0,1,0,1,0,18.750819672131147
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,2785,0,0-6,0,0,0,0,0,0,0,0,0,0,0,0,1,44.0
Female,No,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),60.6,4854,0,49-60,0,0,1,0,0,1,2,1,0,1,0,1,0,62.20754716981132
Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.65,5613,0,61-72,0,0,0,0,0,0,0,0,0,1,0,1,0,26.208333333333332
Male,Yes,Yes,No,41,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.95,3920,0,37-48,0,1,1,0,1,1,4,1,0,0,1,1,0,54.03414634146342
Female,No,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.4,3071,0,13-24,0,0,0,0,0,0,0,0,0,1,0,1,0,20.116666666666667
Male,No,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.35,5369,0,7-12,1,0,0,0,0,0,1,1,0,0,0,0,0,27.05625
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,2184,0,0-6,0,0,0,0,0,0,0,0,0,0,0,0,1,20.45
Female,No,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),95.1,4825,0,49-60,0,0,1,1,0,1,3,1,1,1,0,0,0,93.79351851851852
Male,No,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.25,3461,0,37-48,0,0,0,0,0,0,0,0,0,1,0,0,0,24.303658536585367
Female,No,Yes,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.9,5842,0,13-24,0,0,0,0,0,0,0,0,0,0,0,1,0,44.19210526315789
Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.65,6342,0,61-72,1,1,1,1,1,1,6,1,0,1,0,1,0,93.51388888888889
Male,No,No,No,62,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),43.7,5254,0,61-72,1,1,1,1,0,0,4,1,0,1,0,0,0,42.230645161290326
Female,Yes,Yes,Yes,56,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72.6,6357,0,49-60,1,0,0,1,1,1,4,1,0,1,1,1,0,72.93482142857142
Male,No,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.95,4735,0,25-36,0,0,0,0,0,0,0,0,0,0,0,1,0,19.1859375
Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.5,5654,0,13-24,0,0,0,0,0,0,0,0,0,1,0,0,0,19.183333333333334
Male,No,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.95,4803,0,61-72,0,0,0,0,0,0,0,0,0,1,0,1,0,20.07741935483871
Female,No,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.5,5786,0,0-6,0,0,0,0,0,0,0,0,0,0,0,0,1,23.2
Male,No,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,2924,0,25-36,0,0,0,0,0,0,0,0,0,0,0,1,0,21.55
Female,No,No,No,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,61.05,3695,0,25-36,1,1,1,0,1,1,5,1,0,0,0,0,0,61.608000000000004
Male,No,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.65,5154,0,49-60,0,1,0,1,1,1,4,1,1,1,0,0,0,105.47142857142858
Female,No,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.25,5331,0,61-72,1,1,1,0,1,1,5,1,1,1,0,0,0,107.62063492063493
Female,No,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.4,4929,0,0-6,0,0,0,0,0,0,0,0,0,1,0,1,1,23.625
Female,No,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.3,2849,0,0-6,0,0,0,0,1,0,1,1,0,0,0,1,1,55.3
Male,No,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,4032,0,7-12,0,0,0,0,0,0,0,0,0,0,0,0,0,18.90909090909091
Male,Yes,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.95,4368,0,49-60,0,0,0,0,0,0,0,0,1,1,1,0,0,73.64903846153847
Female,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.45,4340,0,49-60,0,1,0,0,0,1,2,1,1,0,1,1,0,88.24333333333334
Male,No,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.65,6443,0,61-72,0,0,1,1,1,1,4,1,1,1,0,0,0,107.653125
Female,No,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),75.2,3976,0,37-48,1,0,1,0,1,1,4,1,0,1,0,1,0,75.68255813953488
Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),101.15,5177,0,61-72,0,0,0,1,1,1,3,1,1,1,0,1,0,104.65409836065574
Male,No,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),68.75,5454,0,61-72,1,1,1,1,0,0,4,1,0,1,0,0,0,67.38712121212122
Male,No,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.05,6103,0,61-72,1,1,1,1,1,1,6,1,1,0,0,1,0,109.26940298507463
Female,No,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.0,4545,0,37-48,0,0,1,1,1,1,4,1,1,1,0,1,0,98.45238095238095
Female,No,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.0,5225,0,25-36,0,0,0,0,0,0,0,0,0,0,0,1,0,22.506451612903227
Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,5873,0,7-12,0,0,0,0,0,0,0,0,0,0,0,0,0,24.092857142857145
Male,No,Yes,Yes,34,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),77.2,3997,0,25-36,0,0,1,0,1,1,3,1,0,1,0,1,0,80.99411764705883
Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.45,2787,0,0-6,0,0,0,0,0,0,0,0,0,0,0,0,1,23.083333333333332
Female,No,Yes,Yes,19,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.85,2958,0,13-24,0,0,0,0,0,0,0,0,0,0,0,1,0,22.88421052631579
Male,No,No,No,3,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,41.35,5534,0,0-6,1,0,1,1,0,0,3,1,0,0,0,0,1,35.75
Male,No,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.6,5092,0,37-48,0,0,0,0,0,0,0,0,0,0,0,1,0,18.504347826086956
Female,No,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),84.45,5629,0,61-72,1,0,1,0,0,0,2,1,1,1,0,1,0,84.76231884057971
Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,5064,0,0-6,0,0,0,0,0,0,0,0,0,0,0,0,1,21.96
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.65,3625,0,0-6,0,0,0,0,0,0,0,0,0,1,0,0,1,19.65
Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.65,2194,0,25-36,0,0,0,0,0,0,0,0,0,1,0,0,0,22.903846153846153
Male,No,No,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.3,3847,0,25-36,0,0,1,1,1,1,4,1,1,1,0,0,0,100.54
Male,No,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.05,5168,0,61-72,1,1,0,0,0,0,2,1,1,0,0,1,0,80.23984375
Male,No,Yes,Yes,30,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,67.6,4104,0,25-36,1,1,1,1,0,0,4,1,0,0,0,1,0,66.67333333333333
Male,No,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,4599,0,13-24,0,0,0,0,0,0,0,0,1,0,0,0,0,71.67307692307692
Female,No,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,115.0,5189,0,61-72,1,1,1,1,1,1,6,1,1,0,0,1,0,115.56484375
Female,No,No,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,5756,0,37-48,0,0,1,1,0,0,2,1,1,1,0,1,0,86.06195652173913
Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,3423,0,7-12,0,0,0,0,0,0,0,0,0,0,0,0,0,21.741666666666664
Female,No,Yes,Yes,13,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,63.15,5916,0,13-24,1,0,1,0,0,1,3,1,0,0,0,1,0,62.83076923076923
Female,No,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),74.0,4188,0,61-72,1,1,0,1,1,0,4,1,0,1,0,1,0,72.66268656716417
Male,No,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,29.1,4636,0,13-24,0,0,1,0,0,0,1,1,0,0,0,1,0,28.666666666666668
Male,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,3929,0,0-6,0,0,0,1,0,0,1,1,0,0,0,0,1,48.05833333333334
Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,2706,0,7-12,0,0,0,0,0,0,0,0,0,0,0,0,0,18.54
Female,No,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,74.65,4172,0,13-24,0,1,0,0,0,0,1,1,1,0,0,0,0,74.32692307692308
Male,Yes,No,No,7,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,44.4,3410,0,7-12,0,1,0,1,0,1,3,1,0,0,1,0,0,37.971428571428575
Male,No,Yes,Yes,38,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.4,5292,0,37-48,1,0,1,1,1,1,5,1,0,1,0,1,0,86.76315789473684
Female,No,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,4392,0,37-48,1,1,0,0,0,1,3,1,1,0,0,1,0,95.51860465116279
Female,No,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.9,4398,0,25-36,0,1,1,1,1,1,5,1,1,0,0,0,0,112.36200000000001
Male,No,No,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.2,5978,0,25-36,1,1,0,0,0,0,2,1,0,0,0,1,0,58.0574074074074
Male,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.1,5475,0,61-72,0,0,0,0,0,0,0,0,0,0,0,1,0,25.714583333333334
Male,No,No,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),85.45,4777,0,61-72,1,1,0,0,0,0,2,1,1,1,0,1,0,84.91478873239437
Female,No,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.95,5557,0,13-24,0,0,1,0,1,0,2,1,1,1,0,0,0,86.36458333333333
Male,No,No,No,57,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.35,5548,0,49-60,1,0,1,0,1,1,4,1,0,1,0,0,0,75.74298245614035
Female,No,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.85,5584,0,13-24,0,1,0,0,0,0,1,1,0,0,0,0,0,49.12
Male,No,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.1,2333,0,0-6,1,0,0,0,0,0,1,1,1,0,0,0,1,84.0375
